City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,Sechura,-5.5569,-80.8222,21.63,74,95,5.5,PE,1701693043
291,Olonkinbyen,70.9221,-8.7187,-0.63,73,100,4.62,SJ,1701693043
292,Kibakwe,-6.7167,36.3667,26.57,59,100,2.16,TZ,1701693044
293,Happy Valley-Goose Bay,53.3168,-60.3315,-13.83,72,100,3.09,CA,1701693015
294,Cooranbong,-33.0833,151.4333,20.33,81,97,0.91,AU,1701693046
295,Keflavik,64.0049,-22.5624,3.24,81,75,8.75,IS,1701693047
296,Cumbal,0.9088,-77.7915,6.06,93,40,0.0,CO,1701693048
297,Gramoteino,54.5368,86.3839,-14.73,87,100,5.46,RU,1701693049
298,Gulu,2.7746,32.299,29.0,46,100,1.26,UG,1701693050
299,Talcahuano,-36.7167,-73.1167,14.82,58,0,2.06,CL,1701693015
300,Galle,6.0367,80.217,26.04,87,100,3.82,LK,1701693052
301,Canchungo,12.0672,-16.0333,33.07,23,10,2.56,GW,1701693053
302,Veraval,20.9,70.3667,28.29,55,0,4.27,IN,1701693053
303,Jiuquan,39.7432,98.5174,1.75,27,0,1.49,CN,1701693054
304,Porrentruy,47.4153,7.0752,1.61,97,100,2.25,CH,1701693056
305,Vila Franca Do Campo,37.7167,-25.4333,18.27,99,100,2.69,PT,1701693056
306,Bairnsdale,-37.8333,147.6167,20.03,77,47,0.89,AU,1701692777
307,Ilukste,55.9775,26.2966,-6.2,96,99,2.07,LV,1701693059
308,Port Alfred,-33.5906,26.891,21.21,77,73,2.68,ZA,1701693059
309,Sao Joao De Pirabas,-0.7747,-47.1772,30.32,64,92,2.98,BR,1701693060
310,Crucecita,-28.95,-58.9833,17.93,85,100,5.6,AR,1701693061
311,Khash,28.2211,61.2158,15.66,22,4,3.75,IR,1701693063
312,Itaituba,-4.2761,-55.9836,26.09,94,75,0.0,BR,1701693065
313,Abeche,13.8292,20.8324,36.01,11,0,3.09,TD,1701693065
314,Uturoa,-16.7333,-151.4333,26.24,80,100,9.23,PF,1701693066
315,Juneau,58.3019,-134.4197,3.0,97,100,5.66,US,1701693067
316,Mossel Bay,-34.1831,22.146,21.96,62,9,7.75,ZA,1701693068
317,Maswa,-2.6833,33.9833,26.07,57,100,2.83,TZ,1701693069
318,Ribeira Brava,32.65,-17.0667,23.89,82,98,3.68,PT,1701693070
319,Berezovo,63.9381,65.0419,-25.47,95,100,2.51,RU,1701693071
320,Kerikeri,-35.2268,173.9474,19.39,92,100,1.83,NZ,1701693072
321,Kuhsan,34.6539,61.1978,16.53,21,0,2.23,AF,1701693073
322,Tazovsky,67.4667,78.7,-33.45,99,7,2.94,RU,1701693074
323,Broken Hill,-31.95,141.4333,29.89,18,0,4.39,AU,1701693075
324,Ouadda,8.0777,22.4007,33.06,22,100,1.34,CF,1701693076
325,Bardai,11.65,7.2333,33.05,11,100,4.24,NG,1701693077
326,Marsh Harbour,26.5412,-77.0636,25.03,81,97,4.51,BS,1701693023
327,Guerrero Negro,27.9769,-114.0611,16.38,61,2,2.17,MX,1701693033
328,Tupiza,-21.45,-65.7167,17.61,56,37,3.6,BO,1701693080
329,Altay,47.8667,88.1167,-10.78,84,28,2.98,CN,1701693080
330,Yarmouth,41.7057,-70.2286,7.76,95,75,7.15,US,1701693081
331,Kavieng,-2.5744,150.7967,27.8,81,100,3.6,PG,1701693082
332,Garden City,42.3256,-83.331,3.97,89,100,4.12,US,1701693080
333,Ajdabiya,30.7554,20.2263,21.03,63,34,8.16,LY,1701693084
334,Peace River,56.2501,-117.286,-3.52,100,0,1.03,CA,1701693085
335,Valparaiso,-33.0393,-71.6273,18.04,60,0,2.06,CL,1701693021
336,Port Mathurin,-19.6833,63.4167,26.23,79,2,5.19,MU,1701693086
337,Akrehamn,59.2667,5.1833,2.45,86,0,3.09,NO,1701693087
338,Gracemere,-23.4333,150.45,25.95,83,40,2.06,AU,1701693088
339,Andergrove,-21.0833,149.1833,26.47,86,16,1.99,AU,1701693089
340,Itoman,26.1247,127.6694,21.01,94,75,4.12,JP,1701693090
341,Howard Springs,-12.497,131.047,29.95,89,100,2.89,AU,1701693091
342,Metahara,8.9,39.9167,28.88,20,83,6.27,ET,1701693092
343,Angaur State,6.906,134.13,28.56,79,99,8.44,PW,1701693092
344,Kusa,55.3383,59.4406,-3.62,93,100,1.86,RU,1701693093
345,Mar Del Plata,-38.0023,-57.5575,15.53,58,20,1.79,AR,1701692874
346,Zeljezno Polje,44.4083,17.9319,3.73,37,42,1.31,BA,1701693096
347,Tubarjal,30.4999,38.216,25.61,26,9,4.59,SA,1701693097
348,Mahina,-17.5065,-149.489,25.87,73,20,1.03,PF,1701693098
349,El Granada,37.5027,-122.4694,12.97,92,75,0.0,US,1701693099
350,Songkhla,6.8333,100.6667,27.03,95,100,2.57,TH,1701693101
351,Whangarei,-35.7317,174.3239,16.87,99,100,1.51,NZ,1701692977
352,Al Jawf,29.5,38.75,26.02,23,3,4.77,SA,1701693103
353,Seal Beach,33.7414,-118.1048,17.46,87,0,0.0,US,1701693103
354,Birjand,32.8663,59.2211,19.26,9,0,4.12,IR,1701693104
355,Sur,22.5667,59.5289,25.75,61,0,5.3,OM,1701693105
356,Beloyarskiy,63.7119,66.6722,-30.56,99,100,0.45,RU,1701693107
357,Victoria,22.2855,114.1577,22.4,79,85,6.71,HK,1701692842
358,Paita,-5.0892,-81.1144,21.23,77,79,5.57,PE,1701693110
359,Champerico,14.3,-91.9167,23.3,80,0,2.07,GT,1701693111
360,Ravar,31.2656,56.8055,16.19,19,99,1.29,IR,1701693112
361,Lorengau,-2.0226,147.2712,26.92,80,16,1.28,PG,1701693114
362,Hotan,37.0997,79.9269,7.41,26,7,0.57,CN,1701693115
363,San Fernando,15.0286,120.6898,27.85,80,12,1.35,PH,1701693116
364,Belyye Vody,42.4167,69.8333,11.62,49,32,1.6,KZ,1701693118
365,Muborak,39.2553,65.1528,16.77,30,0,3.04,UZ,1701693118
366,Teno,-34.8667,-71.1833,13.75,67,0,3.6,CL,1701693119
367,Dryden,49.7833,-92.7503,-0.84,86,100,3.09,CA,1701693120
368,Point Pedro,9.8167,80.2333,27.13,85,100,7.68,LK,1701693121
369,Zaozersk,69.4005,32.4476,-8.02,94,100,2.54,RU,1701693122
370,Nova Sintra,14.8667,-24.7167,22.24,79,46,10.87,CV,1701693123
371,Lijiang,26.8688,100.2207,5.8,57,95,2.25,CN,1701693124
372,Kakonko,-3.2828,30.9642,23.48,79,100,1.61,TZ,1701693125
373,Vernon,50.2581,-119.2691,0.89,93,100,1.54,CA,1701693126
374,Buka,40.8108,69.1986,13.95,35,99,2.01,UZ,1701693127
375,Mutoko,-17.397,32.2268,32.25,16,5,2.08,ZW,1701693129
376,Langres,47.8333,5.3333,4.55,92,100,8.56,FR,1701693130
377,Recani,31.2846,-4.2688,19.12,32,0,4.2,MA,1701693131
378,Thinadhoo,0.5333,72.9333,28.33,73,100,1.63,MV,1701693132
379,College,64.8569,-147.8028,-18.08,71,40,0.0,US,1701693133
380,Khanty-Mansiysk,61.0042,69.0019,-26.61,69,0,2.0,RU,1701693134
381,Bologoye,57.8799,34.1068,-13.25,97,100,1.9,RU,1701693135
382,Anshun,26.25,105.9333,9.3,86,100,2.07,CN,1701693136
383,Kavaratti,10.5669,72.642,29.09,73,100,6.19,IN,1701693137
384,Poronaysk,49.2167,143.1167,-2.5,86,98,3.01,RU,1701693138
385,Shimoda,34.6667,138.95,10.88,63,31,0.59,JP,1701692918
386,Tinajo,29.0788,-13.7081,20.49,68,40,4.63,ES,1701693139
387,Antalaha,-14.9003,50.2788,27.76,67,80,7.22,MG,1701693140
388,Sao Gabriel,-30.3364,-54.32,17.65,85,100,6.1,BR,1701693141
389,Rabo De Peixe,37.8,-25.5833,17.77,99,40,4.47,PT,1701693142
390,La Descubierta,18.5705,-71.7297,25.35,76,19,1.39,DO,1701693144
391,Bei'An,24.5399,109.533,14.27,78,100,1.63,CN,1701693144
392,Saudarkrokur,65.7461,-19.6394,-3.97,68,52,2.94,IS,1701693145
393,Tarko-Sale,64.9225,77.785,-33.63,98,6,3.58,RU,1701693146
394,Tha Khanon,9.0302,98.9529,26.79,97,100,1.73,TH,1701693147
395,Veliki Preslav,43.1667,26.8167,2.35,63,14,2.57,BG,1701693148
396,La Paz,-16.5,-68.15,10.99,84,75,3.6,BO,1701693149
397,Tual,-5.6667,132.75,29.36,73,72,3.98,ID,1701693150
398,Mecca,21.4267,39.8261,32.07,18,0,1.92,SA,1701693151
399,Fryazevo,55.7319,38.4628,-6.18,92,100,4.18,RU,1701693152
400,Timbuktu,16.7735,-3.0074,32.06,8,6,4.91,ML,1701693153
401,Colby,39.3958,-101.0524,-6.97,73,0,3.6,US,1701693153
402,Greenville,35.6127,-77.3663,11.09,97,0,0.0,US,1701692721
403,Trondheim,63.4305,10.3951,-5.95,87,28,0.45,NO,1701692921
404,Nyurba,63.2842,118.3319,-47.81,100,69,1.66,RU,1701693156
405,Bude,50.8243,-4.5413,7.78,92,100,3.13,GB,1701693157
406,Las Lomitas,-24.7096,-60.593,20.51,97,100,2.96,AR,1701693158
407,Jogeva,58.7467,26.3939,-10.62,100,90,0.67,EE,1701693159
408,Porto De Moz,-1.7483,-52.2383,31.66,53,99,2.35,BR,1701693160
409,Mili,6.0815,171.735,28.16,80,56,8.23,MH,1701693161
410,Hammerfest,70.6634,23.6821,-4.75,93,40,1.03,NO,1701693161
411,Vechta,52.7167,8.2833,1.54,78,75,2.57,DE,1701693162
412,Zhangjiakou Shi Xuanhua Qu,40.6103,115.0447,0.58,35,0,0.31,CN,1701693163
413,Strezhevoy,60.7333,77.5889,-26.13,92,11,5.36,RU,1701693042
414,Bedarieux,43.6155,3.1571,11.81,77,100,2.52,FR,1701693164
415,Reggane,26.7158,0.1714,23.5,14,0,4.43,DZ,1701693165
416,Fale Old Settlement,-9.3852,-171.2468,28.81,76,56,7.15,TK,1701693166
417,Albina,5.5,-54.05,31.1,54,28,2.48,SR,1701693167
418,Dolinsk,47.35,142.8,4.29,84,100,7.53,RU,1701693168
419,Hasaki,35.7333,140.8333,2.22,44,1,1.12,JP,1701693168
420,Kogalym,62.2654,74.4791,-30.71,99,22,2.79,RU,1701693169
421,Mejit,10.2753,170.8646,27.32,76,100,8.71,MH,1701693170
422,Benguela,-12.5763,13.4055,27.65,69,100,3.31,AO,1701693171
423,Inhambane,-23.865,35.3833,29.99,51,40,4.12,MZ,1701693172
424,Usinsk,65.9939,57.5281,-19.4,99,48,4.47,RU,1701693172
425,Kirakira,-10.4544,161.9205,26.4,89,100,4.32,SB,1701693173
426,Ust'-Ilimsk,58.0006,102.6619,-3.09,94,100,5.81,RU,1701693038
427,Wahpeton,46.2652,-96.6059,-2.26,100,20,3.09,US,1701693175
428,Poso,-1.3959,120.7524,25.85,89,98,1.62,ID,1701693175
429,Gokak,16.1667,74.8333,28.41,57,99,4.13,IN,1701693176
430,Lishu,43.3047,124.3278,-5.87,91,5,1.86,CN,1701693177
431,Meadow Lake,34.8014,-106.5436,5.53,61,98,0.39,US,1701693178
432,Ghat,24.9647,10.1728,21.65,15,0,2.78,LY,1701693179
433,Miass,55.045,60.1083,-4.78,92,100,4.92,RU,1701692990
434,Nguigmi,14.2495,13.1092,32.04,16,100,4.64,NE,1701693180
435,Piti Village,13.4626,144.6933,28.49,85,0,4.12,GU,1701693181
436,Xining,36.6167,101.7667,0.88,34,0,0.68,CN,1701693183
437,Siemiatycze,52.4272,22.8623,-2.82,91,100,4.69,PL,1701693184
438,Laojunmiao,39.8333,97.7333,-0.46,30,0,1.51,CN,1701693185
439,Lower Sackville,44.7733,-63.6885,0.51,96,100,5.66,CA,1701693039
440,Kurumkan,54.3,110.3,-9.93,89,100,1.34,RU,1701693187
441,Sinjai,-5.1241,120.253,25.74,86,100,1.45,ID,1701693188
442,Arkhangel'Sk,64.5401,40.5433,-18.94,84,100,0.0,RU,1701692975
443,Tindouf,27.6711,-8.1474,22.25,26,7,3.09,DZ,1701693190
444,Mao,39.8885,4.2658,16.31,67,40,5.66,ES,1701693191
445,Wilhelmsburg,48.1057,15.6054,-1.97,85,100,0.6,AT,1701693191
446,Homer,59.6425,-151.5483,-0.07,80,75,2.57,US,1701693192
447,Lata,40.1629,-8.3327,15.45,74,90,3.29,PT,1701693193
448,Narayanpet,16.7333,77.5,22.34,80,100,6.48,IN,1701693195
449,Prestea,5.4327,-2.1428,35.26,39,0,1.3,GH,1701693196
450,Lagoa,39.05,-27.9833,15.25,56,99,4.96,PT,1701693197
451,Limulunga,-15.0969,23.1376,31.69,37,87,3.45,ZM,1701693198
452,Jiayuguan,39.8167,98.3,1.75,28,0,2.25,CN,1701692942
453,East London,-33.0153,27.9116,17.52,100,100,6.17,ZA,1701693020
454,Dunedin,-45.8742,170.5036,8.78,76,100,0.06,NZ,1701693200
455,Ghadamis,30.1337,9.5007,18.64,42,0,2.33,LY,1701693201
456,Lodja,-3.4833,23.4333,25.9,85,93,1.43,CD,1701693202
457,Zarah Sharan,33.1467,68.7917,5.43,34,0,0.62,AF,1701693203
458,Wenling,28.3669,121.36,11.84,91,99,3.16,CN,1701693204
459,Cill Airne,52.05,-9.5167,5.03,81,20,2.57,IE,1701693205
460,Sabha,27.0377,14.4283,20.87,39,0,5.0,LY,1701693206
461,Labasa,-16.4167,179.3833,25.35,91,58,2.61,FJ,1701693207
462,Salalah,17.0151,54.0924,32.05,23,20,8.75,OM,1701693208
463,Topolobampo,25.6,-109.05,16.48,67,0,3.04,MX,1701693209
464,Carnarvon,-24.8667,113.6333,23.98,78,4,11.52,AU,1701693210
465,Lisala,2.15,21.5167,22.63,94,100,1.36,CD,1701693211
466,Hengchun,22.0042,120.7439,24.88,79,50,2.23,TW,1701693211
467,Yanam,16.7333,82.2167,24.34,93,100,6.86,IN,1701693212
468,Moroni,-11.7022,43.2551,27.77,75,40,0.44,KM,1701693213
469,Gorontalo,0.5412,123.0595,25.41,94,58,1.04,ID,1701693214
470,Andovoranto,-18.95,49.1,26.27,58,6,4.23,MG,1701693215
471,Tinghir,31.5157,-5.5343,17.57,32,68,2.46,MA,1701692952
472,Wamba,8.9333,8.6,34.93,20,33,2.84,NG,1701693217
473,Kenora,49.8167,-94.4337,-1.46,86,100,2.06,CA,1701692983
474,Trujillo,-8.116,-79.03,18.98,88,100,2.06,PE,1701693067
475,Aketi,2.7388,23.7833,23.43,86,100,0.99,CD,1701693219
476,Remire-Montjoly,4.9167,-52.2667,30.02,70,75,6.69,GF,1701693221
477,Puerto San Jose,13.9256,-90.8244,24.74,79,5,2.12,GT,1701693222
478,Vershino-Darasunskiy,52.35,115.5167,-11.53,86,100,1.99,RU,1701693148
479,Mahajanga,-15.7167,46.3167,33.01,58,20,5.66,MG,1701693224
480,Gonabad,34.3529,58.6837,14.43,21,0,1.34,IR,1701693225
481,Skikda,36.8762,6.9092,18.56,40,99,3.67,DZ,1701693209
482,Changsu,35.6484,127.5152,2.19,61,100,0.2,KR,1701693226
483,Labrador City,52.9463,-66.9114,-14.05,78,100,3.09,CA,1701693010
484,Pagar Alam,-4.0167,103.2667,21.7,99,100,0.23,ID,1701693228
485,Hovd,48.0056,91.6419,-4.79,46,7,3.43,MN,1701693229
486,Fisterra,42.9049,-9.2629,13.34,60,8,8.47,ES,1701693229
487,Walvis Bay,-22.9575,14.5053,19.49,56,72,8.13,NA,1701693230
488,Malanje,-9.5402,16.341,24.95,62,100,1.52,AO,1701693231
489,Coronel Dorrego,-38.7187,-61.2873,18.9,23,0,4.34,AR,1701693232
490,Hadibu,12.65,54.0333,26.24,65,30,8.36,YE,1701693233
491,Emerald,-23.5333,148.1667,28.79,52,30,4.95,AU,1701693234
492,Fangshan,39.6983,115.9925,4.87,35,0,1.36,CN,1701693234
493,Murliganj,25.9,86.9833,23.58,45,87,2.46,IN,1701693235
494,Luderitz,-26.6481,15.1594,24.3,47,2,14.26,NA,1701693236
495,Cortina D'Ampezzo,46.5384,12.1377,-3.24,72,100,1.38,IT,1701693237
496,Sarangani,5.4033,125.4636,28.6,79,82,8.36,PH,1701693237
497,Idaho Falls,43.4666,-112.0341,3.31,88,100,6.69,US,1701693238
498,Dul'Durga,50.6761,113.5931,-11.53,92,100,1.55,RU,1701693239
499,Yukhnov,54.7444,35.2297,-8.68,98,48,1.75,RU,1701693240
500,San Patricio,28.017,-97.5169,14.92,49,100,3.29,US,1701693241
501,Goundam,16.4145,-3.6708,32.5,8,6,5.32,ML,1701693242
502,Colonia,50.9333,6.95,2.64,84,20,6.17,DE,1701692998
503,Belmonte,-15.8631,-38.8828,29.38,60,18,3.71,BR,1701693244
504,Acapulco De Juarez,16.8634,-99.8901,24.9,83,40,1.54,MX,1701693147
505,Sao Vicente,-23.9631,-46.3919,32.93,55,40,1.54,BR,1701693245
506,San Francisco,37.7749,-122.4194,12.36,93,75,0.89,US,1701693089
507,Psebay,44.1234,40.8107,12.04,67,83,2.33,RU,1701693247
508,Coquimbo,-29.9533,-71.3436,14.85,82,75,1.03,CL,1701693057
509,Ketchikan,55.3422,-131.6461,8.26,81,100,6.69,US,1701693249
510,Nemuro,43.3236,145.575,5.34,73,7,7.01,JP,1701693250
511,Mogocha,53.7333,119.7667,-12.36,95,100,1.24,RU,1701693251
512,Hirara,24.8,125.2833,20.15,94,100,5.14,JP,1701693237
513,Kralendijk,12.15,-68.2667,27.99,78,20,6.69,BQ,1701693102
514,Yampil',51.95,33.7833,-7.9,97,95,3.31,UA,1701693253
515,Khandyga,62.6667,135.6,-49.05,100,90,0.52,RU,1701693254
516,Bystrzyca Klodzka,50.3018,16.6423,-0.86,83,100,2.34,PL,1701693254
517,Morehead,37.2711,-87.1764,6.66,95,100,0.0,US,1701693255
518,Comodoro Rivadavia,-45.8667,-67.5,17.92,32,0,3.6,AR,1701693235
519,Nago,26.5881,127.9761,20.25,95,100,5.38,JP,1701693257
520,Grajau,-5.8194,-46.1386,30.29,61,100,1.42,BR,1701693258
521,Sandnessjoen,66.0217,12.6316,-4.77,80,75,2.57,NO,1701693259
522,Kem',64.9555,34.5793,-12.5,96,99,2.16,RU,1701693259
523,Taulaga,-11.0553,-171.0883,28.13,78,57,8.04,AS,1701693260
524,Bahia Blanca,-38.7196,-62.2724,21.01,19,0,2.68,AR,1701693261
525,Alofi,-19.0595,-169.9187,22.94,94,6,7.15,NU,1701693262
526,Tomatlan,19.9333,-105.25,24.08,60,100,1.96,MX,1701693263
527,Medvezh'Yegorsk,62.9167,34.4667,-20.32,100,90,0.8,RU,1701693264
528,Haiku-Pauwela,20.9219,-156.3051,23.91,81,0,5.14,US,1701693265
529,Tralee,52.2704,-9.7026,5.14,81,20,2.57,IE,1701693223
530,Konarka,19.9,86.1167,26.22,66,100,4.88,IN,1701693266
531,Nahiyat Saddat Al Hindiyah,32.7147,44.2803,23.12,24,10,3.21,IQ,1701693267
532,Porto Novo,6.4965,2.6036,31.9,42,0,3.31,BJ,1701693268
533,Muisne,0.6,-80.0333,25.35,84,100,2.94,EC,1701693269
534,Dwarka,22.2394,68.9678,26.06,44,0,8.33,IN,1701693270
535,Chenzhou,25.8,113.0333,9.91,95,99,0.31,CN,1701693271
536,Makakilo City,21.3469,-158.0858,23.16,88,0,0.0,US,1701693271
537,Majene,-3.5403,118.9707,26.26,86,82,1.76,ID,1701693272
538,Jebba,9.1333,4.8333,38.52,9,11,1.46,NG,1701693273
539,Iquique,-20.2208,-70.1431,20.02,65,1,2.29,CL,1701693239
540,Marka,1.7159,44.7717,29.95,64,94,6.75,SO,1701693275
541,Watertown,42.3709,-71.1828,5.23,93,100,4.12,US,1701693065
542,Ciudad Acuna,29.3232,-100.9522,7.16,81,0,2.06,MX,1701693193
543,Luchegorsk,46.4764,134.2569,-5.47,91,24,3.19,RU,1701693278
544,Kapuskasing,49.4169,-82.4331,-20.0,84,20,2.06,CA,1701693278
545,East End,34.5507,-92.341,8.96,66,0,4.31,US,1701693279
546,Sonoita,31.85,-112.8333,11.82,41,11,2.4,MX,1701693280
547,Saldanha,-33.0117,17.9442,24.03,62,1,7.53,ZA,1701693281
548,Villa Gesell,-37.2639,-56.973,16.7,52,0,1.13,AR,1701693282
549,Es Castell,39.8795,4.2854,16.38,67,40,5.66,ES,1701693282
550,Olovyannaya,50.95,115.5667,-9.76,84,100,5.43,RU,1701693283
551,Tiberias,32.7922,35.5312,28.72,32,0,1.94,IL,1701693284
552,Fiambala,-27.6871,-67.6149,16.7,49,0,2.83,AR,1701693285
553,Baruun-Urt,46.6806,113.2792,-7.27,76,28,8.29,MN,1701693286
554,Puerto Santa,-8.9906,-78.6456,19.34,87,87,2.87,PE,1701693286
555,Rio Gallegos,-51.6226,-69.2181,14.03,54,0,13.89,AR,1701693126
556,Okahao,-17.885,15.0667,30.79,38,98,2.64,NA,1701693288
557,Mil'Kovo,55.6078,37.7956,-6.27,92,100,4.77,RU,1701693289
558,Helena-West Helena,34.5291,-90.59,5.98,55,0,6.16,US,1701693290
559,Tavda,58.0425,65.2726,-16.28,74,100,2.68,RU,1701693290
560,Talara,-4.5772,-81.2719,22.42,78,0,6.17,PE,1701693291
561,Okha,53.5739,142.9478,-9.73,93,100,3.23,RU,1701693292
562,Huicungo,-7.2833,-76.8,24.66,88,100,0.38,PE,1701693293
563,Ubari,26.5921,12.7805,20.67,38,0,3.25,LY,1701693293
564,Cockburn Town,21.4612,-71.1419,25.93,79,52,2.35,TC,1701693294
565,Pudozh,61.8099,36.5345,-14.47,98,99,1.34,RU,1701693296
566,Novozybkov,52.5396,31.9275,-2.45,93,100,4.76,RU,1701693296
567,Faya-Largeau,17.9257,19.1043,32.59,7,51,5.62,TD,1701693297
568,Butterworth,5.3991,100.3638,29.02,81,20,4.12,MY,1701693298
569,Jaguarari,-10.2639,-40.1958,28.34,53,97,3.11,BR,1701693299
570,Nantucket,41.2835,-70.0995,8.08,94,100,7.2,US,1701693120
571,Tamiahua,21.2667,-97.45,19.46,82,100,1.3,MX,1701693300
572,Malvan,16.0667,73.4667,27.82,71,100,6.12,IN,1701693302
573,Lerwick,60.1545,-1.1494,5.0,72,81,3.15,GB,1701693303
574,Tosontsengel,48.7567,98.2839,-8.64,84,100,9.07,MN,1701693304
575,Khanbari,27.3747,87.2039,14.51,60,15,1.29,NP,1701693305
576,Wittingen,52.7269,10.7361,1.76,97,100,3.9,DE,1701693306
577,Fougamou,-1.2154,10.5838,25.11,95,100,0.56,GA,1701693307
578,Minas De Marcona,-15.2119,-75.1103,16.54,70,73,3.95,PE,1701693308
579,Tobruk,32.0836,23.9764,21.26,43,0,0.11,LY,1701693310
580,Guateque,5.0062,-73.4727,19.94,62,96,0.43,CO,1701693311
581,Cocorit,27.5833,-109.9667,15.19,21,0,2.22,MX,1701693312
